DistrictId,Program,Fte,FiscalYear,CalculationPeriod,SourceFile,SourceUrl,FteType
9,103,3312.48,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
10,103,8409.73,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
11,103,8337.32,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
12,103,1885.95,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
13,103,64424.94,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
14,103,954.29,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
15,103,421.09,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
16,103,25299.1,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
17,103,7919.8,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
18,103,2577.05,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
19,103,191.25,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
20,103,1116.59,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
21,103,427.87,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
22,103,162.45,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
23,103,456.44,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
24,103,408.21,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
25,103,861.42,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
26,103,1447.05,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
27,103,4812.61,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
28,103,2460.22,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
29,103,37636.33,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
30,103,721.38,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
31,103,3651.79,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
32,103,1366.3,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
33,103,184.31,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
34,103,175.73,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
35,103,7951.38,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
36,103,14157.95,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
37,103,6845.89,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
38,103,1070.65,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
39,103,245.77,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
40,103,521.32,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
41,103,7611.23,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
42,103,8259.33,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
43,103,4167.77,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
44,103,1672.66,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
45,103,2435.14,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
46,103,6836.47,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
47,103,1287.61,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
48,103,34193.77,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
49,103,10745.47,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
50,103,37420.36,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
51,103,13094.3,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
52,103,25557.7,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
53,103,16880.27,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
54,103,1899.69,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
55,103,6911.31,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
56,103,8002.51,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
57,103,6120.35,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
58,103,8625.31,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
59,103,15244.7,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
60,103,1349.27,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
61,103,1192.22,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
62,103,569.15,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
63,103,406.93,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
64,103,13185.57,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
65,103,851.82,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
66,103,1437.21,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
67,103,825.38,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
68,103,172.11,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
69,103,123.67,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
70,103,61.84,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
71,103,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
72,103,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
73,103,493.05,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
74,103,408.89,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
75,103,8382.91,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
99,103,547304.95,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
1,111,2262.54,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
2,111,204.25,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
3,111,1601.57,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
4,111,266.89,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
5,111,4709.96,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
6,111,11429.36,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
7,111,200.51,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
8,111,881.02,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
9,111,838.88,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
10,111,2579.22,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
11,111,2023.66,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
12,111,723.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
13,111,17291.31,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
14,111,307.32,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
15,111,209.27,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
16,111,6620.41,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
17,111,2639.12,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
18,111,490.85,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
19,111,63.99,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
20,111,345.58,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
21,111,256.64,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
22,111,77.05,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
23,111,104.73,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
24,111,92.03,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
25,111,246.87,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
26,111,383.56,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
27,111,1119.4,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
28,111,483.27,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
29,111,11403.1,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
30,111,174.03,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
31,111,745.85,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
32,111,489.8,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
33,111,124.02,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
34,111,50.63,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
35,111,1911.56,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
36,111,4341.19,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
37,111,2492.04,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
38,111,472.94,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
39,111,88.07,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
40,111,248.18,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
41,111,2649.37,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
42,111,2305.4,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
43,111,945.44,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
44,111,460.01,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
45,111,606.1,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
46,111,1557.59,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
47,111,437.13,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
48,111,6648.64,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
49,111,2012.86,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
50,111,10319.93,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
51,111,3226.14,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
52,111,6667.45,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
53,111,3423.49,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
54,111,798.76,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
55,111,1401.21,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
56,111,1617.35,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
57,111,1535.96,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
58,111,2495.8,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
59,111,3168.23,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
60,111,360.84,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
61,111,356.17,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
62,111,229.43,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
63,111,146.72,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
64,111,3177.46,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
65,111,564.62,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
66,111,311.13,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
67,111,213.6,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
68,111,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
69,111,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
70,111,52.5,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
71,111,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
72,111,59.5,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
73,111,45.5,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
74,111,30.5,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
75,111,0.0,2007-08,Final Calculation,2007-08FinalFTEx.xls,https://www.fldoe.org/core/fileparse.php/7508/urlt/2007-08FinalFTEx.xls,Unweighted FTE
